,Datetime,Text,TweetID,username
3299,2020-06-23 16:20:06+00:00,NEED JUSTICE FOR #SushantSinghRajput,1275463654431834115,FalguniUpadhyay
3300,2020-06-23 16:20:03+00:00,@itsSSR :) ,1275463638447341569,flowerforthesun
3301,2020-06-23 16:20:02+00:00,Boycott bollywood https://vm.tiktok.com/Jerq9R3/ #SupportSelfmadeSRK #RIPSushant #SushantSinghRajput #bollywoodnepotism,1275463637235187712,parveentalk
3302,2020-06-23 16:20:01+00:00,"क्यो बोसडी के डर लग रहा है, हम इन कसाईयों की फिल्में नहीं दिखेंगे जितना चिल्लाना है चिल्ला लो घोचू",1275463633808560129,BJPsurya
3303,2020-06-23 16:19:57+00:00,Government of Maharastra: JUSTICE for Sushant Singh Rajput!!!! - Sign the Petition! http://chng.it/J4YMMDbB via @ChangeOrg_India,1275463616188215298,Sekhar19912
3304,2020-06-23 16:19:50+00:00,@BiharCMOffice we want justice for Sushant Singh Rajput,1275463585972449280,soumitagoswami4
3305,2020-06-23 16:19:41+00:00," . Justics for Sushant Singh Rajput @Lucknow, Uttar Pradesh https://www.instagram.com/p/CByLaKRh9nY/?igshid=1qvtv3q6uf4zd",1275463549121265664,akhil_jeet0909
3306,2020-06-23 16:19:38+00:00,@kangnafc. Nation still wait for Govt. Decision on this case. All people wants CBI investigation at Sushant Singh Rajput sucide case. #RIPSushantSinghRajput #CBIEnquiryForSushant,1275463537523978240,Prashan57625428
3307,2020-06-23 16:19:34+00:00,"I KNOW YOU WERE ONLY DOING WHAT YOU BELIEVE IN AND THAT'S ALL ANY OF US CAN DO, IT'S ALL ANY OF US SHOULD. SO NO MATTER WHAT I PROMISE IF YOU -- IF YOU NEED US IF YOU NEED ME, I'LL BE THERE. #SushantSinghRajput #depression",1275463518444064769,imarpitydv
3308,2020-06-23 16:19:33+00:00,"Weird! Suspicious! This all need to be investigated ASAP!! Otherwise in the upcoming days, we will see another talent dying!!!!",1275463514442706945,Kaira_offl
3309,2020-06-23 16:19:26+00:00,Bro justice for Sushant singh rajput ..,1275463484700950528,GopalKu34411265
3310,2020-06-23 16:19:24+00:00,@itsSSR #NoCBINoVote #JusticeForSushantSinghRajput #nepotismkilledsushant,1275463478694694913,Being_S_S
3311,2020-06-23 16:19:24+00:00,@diljitdosanjh Really Miss @itsSSR do you know!!! ,1275463478430613504,AnkitPa09178883
3312,2020-06-23 16:19:21+00:00,@itsSSR miss you sir aap aajao,1275463464346058757,Varsha14583964
3313,2020-06-23 16:19:08+00:00,#SushantSinghRajput #RIPSushant bhai miss u ,1275463410373652480,viddlan
3314,2020-06-23 16:19:03+00:00,"#JusticeForSushantSinghRajput #ripsushanthsinghrajput #RIPSushant Bollywood is nothing without u Brthr #SushantSinghRajput @itsSSR इंसान पता नहीं कब सुधरेगा , पैसा और रुतबा इंसान को जानवरो से भी खूंखार बना रहा है जिसमें इंसान , इंसान का ही नहीं है। ",1275463389989535744,ashu_shrma1
3315,2020-06-23 16:19:02+00:00,"Dont worry , we will keep trying everyday.. We we not Forget and we will not forgive.... #SushantSinghRajput",1275463383475613697,crickfrick
3316,2020-06-23 16:19:01+00:00,Amit Sadh says this is not the time for debate and dialogue but to remember Sushant Singh Rajput for his good : Bollywood News ,1275463380153675778,NewsDays7
3317,2020-06-23 16:19:00+00:00,Poora Bhaarat Sushant Singh Rajput ke support me khada he. Yeh aam aadmi ki zindagi ka sawal he. Usme hunar he toh har jagah mouka milni chahiye.,1275463376257376257,SunitaB77563259
3318,2020-06-23 16:18:54+00:00,@CMOMaharashtra we want justice for Sushant Singh Rajput,1275463351665975298,soumitagoswami4
3319,2020-06-23 16:18:48+00:00,A appeal to @PMOIndia to look into matter. we want fair justice for sushant singh rajput. #NoCBINoVote #NoCBINoVote #NoCBINoVote #NoCBINoVote #NoCBINoVote #NoCBINoVote #NoCBINoVote #NoCBINoVote #NoCBINoVote #NoCBINoVote #NoCBINoVote #NoCBINoVote #NoCBINoVote,1275463326898597888,ak_karma3
3320,2020-06-23 16:18:48+00:00,All shud demand trial by #JurySystem &amp; #NarcoTestInPublic otherwise less chance of fairTrial Draft: http://tinyurl.com/JuryNichliCourt &amp; chapter21 of http://rahulmehta.com/301.htm @itsSSR #justiceforSushantforum #JusticeForSushantSinghRajput My tweet to CM&amp;police-MH,1275463325472550912,sumeetveer
3321,2020-06-23 16:18:46+00:00,Den hw cum he chose death? #CBIEnquiryForSushant #SushantSinghRajput #BeFairInSSRMurderCase #FIRForSushantUnder302,1275463317322993664,ShanavasShamna
3322,2020-06-23 16:18:42+00:00,"An intelligent man killed himself because some dumbfcuks didn't understand or acknowledge him. U were a gem. People are like water, they seek their own level. #SushantSinghRajput #justiceforSushanthSinghRajput #RIPSushantSinghRajput",1275463302387138561,Shailesh063
3323,2020-06-23 16:18:37+00:00,"Sushant Singh Rajput: Boycott Karan Johar, YRF films, Salman Khan - Sign the Petition! http://chng.it/FkV4svcp via @Change",1275463279045902337,candacemickey1
3324,2020-06-23 16:18:19+00:00,Right ,1275463204714340352,bheru_deval
3325,2020-06-23 16:18:12+00:00,@itsSSR Sushant waa so happy in this ,1275463176482521090,CheapMinister
3326,2020-06-23 16:18:03+00:00,#DilBecharaOnBigScreen #SushantSinghRajput #CBIInvestigationForSushant,1275463137404346368,CristinaScorpya
3327,2020-06-23 16:18:03+00:00,#NoCBINoVote,1275463135516782592,Sandeep38868349
3328,2020-06-23 16:18:00+00:00,Big for today's video bhai @rjraunac.#SushantSinghRajput #KangnaRanaut,1275463126037729282,govindanmolhere
3329,2020-06-23 16:18:00+00:00,It doesn’t matter ! Supremacy can sometimes make use of power against someone as innocent as @itsSSR for their own ulterior motives This actor was not under depression! It’s all made up to make it look like a suicide it s a clear murder! #SushanthSinghRajput,1275463125186170888,Sushmit62229168
3330,2020-06-23 16:18:00+00:00,When @itsSSR was alive then no one watching his movies nor commenting on his Instagram or Twitter but when he is no more then this so called fan come out and demanding for justices i also want @itsSSR justices but not this way to befame other star's ,1275463123546206208,Mdjamil07371847
3331,2020-06-23 16:17:56+00:00,you was just a kid ,1275463106852868097,BabitaR87485256
3332,2020-06-23 16:17:52+00:00,"Yeah ! you are the utmost authority to label the facts as true or fabricated. Never had the courage of honestly reviewing the films, is now there to run propaganda @KanganaTeam rightly said, Chamcha Journalist. Now even retweeting disgusting tweets against her.",1275463090583138305,sumityash
3333,2020-06-23 16:17:50+00:00,#NoCBINoVote,1275463083381538816,Sandeep38868349
3334,2020-06-23 16:17:43+00:00,CBI enquiry or seriousness k sath Ek Bache n apni jindgi gawa di is nepotism m Bap n apna iklota beta Bahno n iklota Bhai Ham sabne ek talented or young man jisne sab apni kabilyat k dum p sab hasil kiya Sushant Singh Rajput nobody talented now In Bollywood like you ,1275463053123805185,PriteeS64713090
3335,2020-06-23 16:17:43+00:00,"Given the post pandemic situation, interesting things are happening between the Nepotism gangs. The gangs might lose much of their iron grasp as the nature of the business changes. Sushant Singh Rajput's death will actually mark the beginning of the end of the Nepotism gangs",1275463052767318017,Soumyadipta
3336,2020-06-23 16:17:32+00:00,@sonamakapoor &amp; @karanjohar who’s hot? #coffeewithkaran #SushantSinghRajpoot @itsSSR ,1275463007334621184,BidhuriVarun
3337,2020-06-23 16:17:30+00:00,@BeingSalmanKhan you should speak up in ur interest. bcz we are actually unable to believe that you too are among those who hit Sushant Singh Rajput below the belt and he loses his life.. in punjab people are hating karan johar and if u won't gv ur side of story u'll be same 4us.,1275462997553471488,ShaminderThapar
3338,2020-06-23 16:17:30+00:00,"Sushant Singh Rajput: Boycott Karan Johar, YRF films, Salman Khan - Sign the Petition! http://chng.it/nyrvzh88 via @ChangeOrg_India",1275462997268287488,TanviSSolanki
3339,2020-06-23 16:17:21+00:00,Nepotism can co-exist ...... - Sushant Singh Rajput.,1275462960337391617,ayush_sach10
3340,2020-06-23 16:17:17+00:00,Sushant's new film Dil Bechara is now one of the most trending upcoming films of this year and It also has 99% likes by audience on Google. Let's trend #DilBechara #SushantSinghRajput #SushanthSinghRajput,1275462944747208705,trevordotz
3341,2020-06-23 16:17:15+00:00,Guys request all to change their DP to Sushant Singh Rajput. Let's show these culprits that ##we will fight for justice@Sushant##,1275462937478483968,gabbar_khushhua
3342,2020-06-23 16:17:15+00:00,"I like SSR No comparison can be made with soldiers sacrifice Everywhere humans are reponsible for other human,livings beings death which happening out of hatred,anger,lust,greed,jealously",1275462935800803328,KrishnaSatyend2
3343,2020-06-23 16:17:06+00:00,Tribute To SSR By Me and My Dad Vocal- Me Accordian Played By My Dad Kankan Dasgupta.. #SushantSinghRajput #RIPSushantSinghRajput #JusticeForSushantSinghRajput #JusticeForSSR,1275462900002455552,Ashmita_DGupta
3344,2020-06-23 16:16:56+00:00,I read the detail report of #SushantSinghRajput. People see the khans are stars and johar as director. But they are blackspots in bollywood. I was sad to know that a talented actor was lost. #SushantNoMore #Bollywood,1275462855643586560,shubham_aw
3345,2020-06-23 16:16:48+00:00,#sritambanerjee thnku soo mch sir fr dis amazing work ,1275462823984971777,Princes67508995
3346,2020-06-23 16:16:42+00:00,I follow india trends to check the latest updates of Sushant singh rajput and I have been disappointed lately. As days pass by ppl are not talking abt this case as much as they should. #justiceforSushanthSinghRajput #CBIEnquiryForSushant #suhantsinghrajput,1275462797191610369,mariumsummer
3347,2020-06-23 16:16:32+00:00,#SushantSinghRajput #CBIEnquiryForSushant #FIRForsushantunder302 #justiceforSushanthSinghRajput,1275462754556506119,MannuJinagal
3348,2020-06-23 16:16:28+00:00,"Sushant Singh was a ""Rajput"". Fight for what is important here. The injustice. Don't drag the discussion in an unnecessary and unwanted direction.",1275462738274390016,tiwRavikumar
3349,2020-06-23 16:16:21+00:00,"Same goes with the Mahendra Singh Dhoni Biopic, where in people give the whole credit to @itsSSR he did another biopic Sonchariya which was a humiliation at the box office and all these character artists were written off",1275462709270638596,Keshav44683690
3350,2020-06-23 16:16:19+00:00,Here's a #throwback video of #SushantSinghRajput watching his film #MSDhoni on TV and rooting for the cricketer! #RipSushantSinghRajput | #Bollywood,1275462699200073729,Spotboye
3351,2020-06-23 16:16:17+00:00,तेरी अअ ममम का,1275462694154493954,BJPsurya
3352,2020-06-23 16:16:09+00:00,#sushantsinghrajput #kritisanon . . . . . . . . . . . . . Follow - @MarketingByRaj : : #sushantsingh #DeepikaPadukone #rheakapoor #everydayphenomenal #janhvikapoor #bollywoodstyle #bollywoodfashion… https://www.instagram.com/p/CByLGgjgTjo/?igshid=13m30fnqzhsl2,1275462657655468032,marketingbyraj
3353,2020-06-23 16:16:06+00:00,Sushant Singh Rajput’s MS Dhoni co-star Kranti Prakash Jha: I wish on-screen friendship converted into a real one ,1275462647769518080,HindustanTimes
3354,2020-06-23 16:16:06+00:00,Sushant singh rajput ki jo film thi drive woh Netflix par kyu dala gaya Usko bade parde pe release honi chahiye........,1275462647001931779,Prashan97950052
3355,2020-06-23 16:15:57+00:00,आज @itsSSR को @BeingSalmanKhan पहचान गया है,1275462608963792905,StarNavaljeet
3356,2020-06-23 16:15:47+00:00,Sir please handover the case of #SushantSinghRajput to CBI @AmitShah @narendramodi @rsprasad,1275462568698667014,PankajK85584952
3357,2020-06-23 16:15:46+00:00,And pray God to improve ur memory too...... And skills to do sumthing urself. ..,1275462562545463296,madhusudanyada3
3358,2020-06-23 16:15:32+00:00,You call it depression??????? you were really inspiring Sushant Singh Rajput #sushantsinghrajput #justiceforsushant #selfmade #multitalented #CBIEnquiryForSushant #justiceforSushanthSinghRajput #cbifairforsushant… https://www.instagram.com/p/CByLBi8Hmg4/?igshid=1l9h9zsfm7xkp,1275462504215437323,itsvishnuSSR
3359,2020-06-23 16:15:32+00:00,"Sushant Singh Rajput suicide case: Salman Khan, Alia Bhatt and Karan Johar films to be banned in Bihar? Find out ",1275462502805954560,Kumarsw92526728
3360,2020-06-23 16:15:27+00:00,#SushantSinghRajput #CBIEnquiryForSushant,1275462480974639104,ShagunA06583117
3361,2020-06-23 16:15:26+00:00,"It Doesn’t matter! Actually nothing matters now! PERIOD! This movie has been declared as a disaster in the cinemas! No doubt it’s a great movie & everyone acted superbly, but What’s the use now? I wish everyone would hv shown such kind of enthusiasm earlier and would hv watch it",1275462478072176642,Nish70574141
3362,2020-06-23 16:15:22+00:00,Everything was Fine 10 Days ago. But on eleventh day our world n colours of World changed forever #SushantSinghRajput,1275462462041518081,Gauravkumar_09
3363,2020-06-23 16:15:21+00:00,Rly its too heart touchin ,1275462457566298113,Princes67508995
3364,2020-06-23 16:15:20+00:00,It is more than a week but I have not seen anywhere that Mr. perfectionist @aamir_khan had paid condolences and tribute to #SushantSinghRajput What kind of person is he? Any comment?,1275462452117827589,ChickenBiryanii
3365,2020-06-23 16:15:17+00:00,#SushantSinghRajput #CBIEnquiryForSushant,1275462441518825474,ShagunA06583117
3366,2020-06-23 16:15:12+00:00,Sir please support we requested to PM please CBI enquiry for Sushant Singh Rajput case. #cbi_for_sushant If No CBI handle this case then we does not gave any vote in elections. #NO_CBI_NO_VOTE,1275462418890584065,sunnyychoudhary
3367,2020-06-23 16:15:09+00:00,Fikar not #chhichhore #sushantsinghrajput . . . . . . . . . . . . . Follow - @MarketingByRaj : : #sushantsingh #DeepikaPadukone #rheakapoor #everydayphenomenal #janhvikapoor #bollywoodstyle… https://www.instagram.com/p/CByK-47A9JQ/?igshid=1sh5nngt4tqrd,1275462406353944577,marketingbyraj
3368,2020-06-23 16:14:54+00:00,Anyone can explain me please...... Is this true??? #SushantSinghRajput ,1275462343544070144,RiyaDeRoy
3369,2020-06-23 16:14:53+00:00,A bond that will never die! Here’s a lovely fan made painting of late #SushantSinghRajput and his pet dog Fudge. #RIPSushantSinghRajput,1275462341488934913,SinghAr07197388
3370,2020-06-23 16:14:46+00:00,"Suicide Connection Between Sushant Singh Rajput, Disha Salian, Preksha M... https://youtu.be/7Mb4744liyc via @YouTube @MumbaiPolice shd look in #SushantSinghRajput murder honestly / else #CBIEnquiryForSushantSinghRajput 2 b done if administrative system of d country hasnt collapsed!",1275462312048988160,paro_rini
3371,2020-06-23 16:14:34+00:00,"Sushant Singh Rajput: Boycott Karan Johar, YRF films, Salman Khan - Sign the Petition! http://chng.it/LDDHZgWG via @ChangeOrg_India",1275462260517793797,RajuTiw41861608
3372,2020-06-23 16:14:31+00:00,"Today i watched #SONCHIRIYA This movie is one of the greatest.Outstanding cast @bhumipednekar @BajpayeeManoj @RanvirShorey @ashutoshrana10 @RSVPMovies Each and every artist showed their outstanding skills,just truly #PHENOMENAL You'll always be alive in our hearts @itsSSR ",1275462247167307776,aakriti0612
3373,2020-06-23 16:14:28+00:00,"Sushant Singh Rajput wanted to do so many things in life, we can tell that by reading his top 50 things as bucket list. How can he end his life ? Something is fishy. We need CBI enquiry for Sushant. #CBIEnquiryForSushant @PMOIndia @AmitShah @itsSSR #JusticeForSushant",1275462236476108801,Trishal90100625
3374,2020-06-23 16:14:28+00:00,#SushantSinghRajput #BoycottBollywoodNepotism #boycottbollywood #BoycottKhans #boycottkarnjohrgangmovie #BoycottSalmanKhanMovies #BoycottSalmanKhan #BoycottBollywoodMafia #salmankhan_bollywood_ka_gunda #boycottbollywoodlobbygang Please watch this ,1275462236035846144,ShwetaRokade4
3375,2020-06-23 16:14:26+00:00,"I just want ki @itsSSR ko justice mile #JusticeForSushantSinghRajput Or ye log star kids #Bhatts,#khans,or jo v log hai bollywood k jo @itsSSR k maut ka mjak bana rhe hai wo plzz band kr de Qki wo v kisi k bhai hai bete hai unki v family h jinko takleef hota hai ye sb dekhk ",1275462225528930304,bhadani_anjali
3376,2020-06-23 16:14:25+00:00, ,1275462220940361731,Frustrated_Hai
3377,2020-06-23 16:14:24+00:00,"Sushant Singh Rajput: Boycott Karan Johar, YRF films, Salman Khan - Sign the Petition! http://chng.it/LDDHZgWG via @ChangeOrg_India",1275462217396187136,RajuTiw41861608
3378,2020-06-23 16:14:19+00:00,Saale tu v kamina nikla mc,1275462196944703489,Upendar62977828
3379,2020-06-23 16:14:18+00:00,#ArrestMurdererOfSushant #FIRForSushantUnder302 #SushantSinghRajput #SushantSinghRajputmurder #sushantsinghrajputdeath,1275462192373129217,ordinarysoul01
3380,2020-06-23 16:13:53+00:00,सुशांतचा डान्स पाहून ऋषी कपूर झाले होते उत्साही; थ्रोबॅक व्हिडीओ होतोय व्हायरल… #sushantsinghrajput #SalmanKhan https://www.loksatta.com/manoranjan-news/salman-khan-rishi-kapoor-sushant-singh-rajput-o-o-jaane-jaana-song-mppg-94-2194827/ via @LoksattaLive,1275462089469882368,LoksattaLive
3381,2020-06-23 16:13:53+00:00,Everyone should talk about sushant 's murder mistery. V should bring it up to me too moment level then only whole India stand @itsSSR side every news channel should talk about this if that possible it means v succeeded to bring pressure on govt v should not leave this matter,1275462087142076416,Divya30961
3382,2020-06-23 16:13:38+00:00,The fan made this painting for sushant bhai and his pet dog fudge emotional painting #SushantSinghRajput #CBIEnquiryForSushant #ArrestMurdererOfSushant #SushantSinghRajput @itsSSR ,1275462025754210309,Nikhu_SidHeart
3383,2020-06-23 16:13:36+00:00,#NoCBINoVote #Justice_for_Sushant_singh_rajput #Jalbehra #Rajputana @top__rajput @KanganaTeam @Rajputheros @HarshShishodia6,1275462017139138560,JalbehraR
3384,2020-06-23 16:13:30+00:00,Niceeee ,1275461991813885953,paradiselost_23
3385,2020-06-23 16:13:28+00:00,Sir I request you to show an episode on DNA about Sushant Singh Rajput that how it doesn't look like a suiside case ... Do a case study on this please ,1275461984071421953,18iamdibya
3386,2020-06-23 16:13:26+00:00,#justiceforSushanthSinghRajput #CBIEnquiryForSushant #justiceforsushantsinghmurder,1275461976953511936,SulagnaPaul10
3387,2020-06-23 16:13:23+00:00,You are really so good man ,1275461963477184513,notadeadsoul
3388,2020-06-23 16:13:17+00:00,वह लौट गया आधी राह से अब चलना बेमज़ा हो गया जैसे जीना मेरा आखरी मंजिल तक बेवजहा हो गया #Sumangopal #SushantSinghRajput @Kavishala_Hindi @nirbandhpaper @Huzaifa78611053,1275461936642052100,Sumangopal77
3389,2020-06-23 16:13:05+00:00,@CastingChhabra this the real face people #SushantSinghRajput..at the end everyone is a chu**** ,1275461888223121408,RiaPisCean
3390,2020-06-23 16:12:52+00:00,We want justice for sushant singh rajput #CBIEnquiryForSushant,1275461833491509248,Purvi54259980
3391,2020-06-23 16:12:35+00:00,@itsSSR sorry sir,1275461761240449024,NehaSin63465481
3392,2020-06-23 16:12:33+00:00,"@PMOIndia hello sir, we knows you guys have to do lots of things, but just one request we want justice for #SushantSinghRajput Plz we asked for the CBI inquiry",1275461753846091777,Shlokbhojani
3393,2020-06-23 16:12:29+00:00,It sel नही होता IT CELL लिख । तु अपनी जहालत क्यों दिखता है जब तुझे लिखना तक नही आता ।,1275461735571312641,nitish_hind
3394,2020-06-23 16:12:25+00:00,Government of Maharastra: JUSTICE for Sushant Singh Rajput!!!! - Sign the Petition! http://chng.it/JnMjG89d via @ChangeOrg_India,1275461717586145281,yashika01goyal
3395,2020-06-23 16:12:21+00:00,Sorry sir,1275461704738979840,NehaSin63465481
3396,2020-06-23 16:12:18+00:00,#NoCBINoVote #SushantSinghRajput #iscongressagainstMaharanaPratap,1275461690075815936,AkashRa08102637
3397,2020-06-23 16:12:12+00:00,"Don't be a fan of stars be a fan of heroes.... heroes like Sushant Singh Rajput, heroes like every single person in our army, navy, our doctors nurses fighting covid19, our police, be a fan of ur parents they deserve it... baaki sab Bollywood Hollywood wale not worth it!",1275461665392230403,DikshaGehani
3398,2020-06-23 16:12:08+00:00,RT RT RT RT RT FIGHT FOR JUSTICE FIGHT FOR @itsSSR sir #JusticeForSushantSinghRajput #CBIEnquiryForSushant #CBIEnquiryForSushantSinghRajput #ArrestMurdererOfSushant #SushanthSinghRajput #sushansinghrajput #SushantSingh,1275461648493363203,amarsdhakoliya
3399,2020-06-23 16:11:58+00:00,Miss u sir aap bohot aache insaan the mujhe pata h ab aap ye msg nhi pad sakte firbhi kri hu mujhe patani kyu Kari hu me esa patani sir esa kyu hota h ki insaan ke Jane ke bad uski kadar hoti h sorry sir we a,1275461605166247937,NehaSin63465481
3400,2020-06-23 16:11:56+00:00,#justice for Sushant Singh Rajput #NoCBINoVote,1275461595955490816,PremSin40376198
3401,2020-06-23 16:11:50+00:00,We always wish you Sushant Singh Rajput,1275461572173787136,BhawaniKarnawa1
3402,2020-06-23 16:11:47+00:00,சுஷாந்த் சிங் தற்கொலை.. ரம்யா கிருஷ்ணன் காரில் சரக்கு.. மாயன் காலண்டர்.. கஸ்தூரி பளிச் பேட்டி! https://tamil.filmibeat.com/interview/kasturi-shankar-talks-about-sushan-singh-muder-mystery-072189.html #kasturi #interview #sushantsinghrajput #ramyakrishnan,1275461561612505088,FilmibeatTa
3403,2020-06-23 16:11:47+00:00,Bro these all case will come up after this border tension will over...,1275461558018076673,thisisayande
3404,2020-06-23 16:11:30+00:00,https://www.youtube.com/channel/UCVD14_Q1hhj13JDxu4TfBEw Pls must watch this video #SushantSinghRajput #myfavactor,1275461489642491906,richanigam22
3405,2020-06-23 16:11:26+00:00,I m hating sonakshi sinha... How she tweet... I feel like ek insaan b uski movie dekhne na jaye... Uski Saari masti nikal jayegi,1275461470952677377,DeepaSi06076893
3406,2020-06-23 16:11:17+00:00,A person so full of life can never commit suicide We need CBI enquiry for Sushant. #CBIEnquiryForSushant @PMOIndia @AmitShah @itsSSR,1275461433463959552,Trishal90100625
3407,2020-06-23 16:11:17+00:00,Let’s join our hands for #SushantSinghRajput &amp; trend everyday with one common hashtag. As we know need of the hour is fair CBI investigation so thought of two hashtags you’ll decide which one to use #CBIEnquiryForSushant Or #WeWantCBIEnquiryForSushant,1275461432742514689,Shweta_singh02
3408,2020-06-23 16:11:08+00:00,@BeingSalmanKhan bhai tum sanyaas le lo.. tum se kuch na ho paaega.. ha ek chiz acche se hoga kiska carrier kaise kharab karna hai..Rip @itsSSR,1275461397392928768,upeendra20
3409,2020-06-23 16:11:02+00:00,#BoycottKaranJoharGang #SalmanKhanIsBULLY #salmankhan_bollywood_ka_gunda #salmankhancriminal #CBIEnquiryForSushant,1275461371165982721,iamsouravpal1
3410,2020-06-23 16:11:02+00:00,#NoCBINoVote #NoCBINoVote #NoCBINoVote #NoCBINoVote,1275461369559728128,Radhika61820193
3411,2020-06-23 16:11:01+00:00,"Respected Authorities, please check this tweet. This could help in Sushant's case. @drinkingSkills @shekharsuman7 @KanganaTeam @FearlessKangana @Payal_Rohatgi @itsSSR @narendramodi @PMOIndia @uddhavthackeray #CBIEnquiryForSushant #SushanthSinghRajput",1275461368372551680,DeepikaT27
3412,2020-06-23 16:10:59+00:00,Favourite Imagination my editor best actor being human @ChopdaHarshad @itsSSR ,1275461358914543616,xuroojfangirlx
3413,2020-06-23 16:10:56+00:00,"Bollywood queen of hearts, #DeepikaPadukone says that she feels left out as people don’t think her depression counts anymore. They are talking only about #SushantSinghRajput ",1275461346197295109,AlJageera
3414,2020-06-23 16:10:51+00:00,Really sweet ,1275461327016714241,KarolbaghMomos
3415,2020-06-23 16:10:47+00:00,Sir please support we requested to PM please CBI enquiry for Sushant Singh Rajput case. #cbi_for_sushant If No CBI handle this case then we does not gave any vote in elections. #NO_CBI_NO_VOTE,1275461308628955144,sunnyychoudhary
3416,2020-06-23 16:10:43+00:00,@PMOIndia @narendramodi sir we want #CBI FOR SUSHANT SINGH RAJPUT CASE. Sir please janta k liya...ek bar CBI janch karbaiya na... sir har khud khusi karne wale ka katil jarur hota hai sir dekhai nahi deta samile jarur hota hai sir.. please sir... ,1275461291134513152,imsachinoffica1
3417,2020-06-23 16:10:34+00:00,"Can he investigate why our 20 'Veergati' soldiers were killed by Chinese at Border cox Mahatma Modi said there was no provovation,intrusion Why chinese penetrating into Bharat in many ways ? What Chinese hidden agenda ?",1275461252475547649,KrishnaSatyend2
3418,2020-06-23 16:10:17+00:00,Seriously... Bas sab log yad rakhna aisa hua h... Bhulna mat... I m very upset... I feel everyone here very upset...,1275461182661390336,DeepaSi06076893
3419,2020-06-23 16:10:17+00:00,Trend Alert 4 #SushantSinghRajput Tagline - #ConsiderSSRMurderProofs Day - 24th June Time - 11 am Use single tag. BE UP WITH MAXIMUM DRAFTS. Rt with #FIRForSushantUnder302 #Rashmians #AsimSquad #Sidhearts #Shehnaazians #Himanshians #ShehnaazGill #pahira,1275461181461786624,The_Real_Pooja
3420,2020-06-23 16:10:04+00:00,Okay,1275461126361280516,Krrish_sharma96
3421,2020-06-23 16:09:53+00:00,How many hearts to this picture of @itsSSR #sushantsinghrajput #Sushant #sushantsingh #bollywood #ripsushantsinghrajput #ripsushanthsinghraput . . . . . . . . . . . . . Follow - @MarketingByRaj : :… https://www.instagram.com/p/CByKaCdguO3/?igshid=1mcyxh7rem0p8,1275461082585284608,marketingbyraj
3422,2020-06-23 16:09:50+00:00,#CBIEnquiryForSushant,1275461070853828612,OutspokenMonkey
3423,2020-06-23 16:09:44+00:00,You call it depression??????? you were really inspiring Sushant Singh Rajput #sushantsinghrajput #justiceforsushant #selfmade #multitalented #CBIEnquiryForSushant #justiceforSushanthSinghRajput #cbifairforsushant #MaheshBhattkiller #RheaChakraborthy #RIPSSR,1275461043217555462,itsvishnuSSR
3424,2020-06-23 16:09:43+00:00,"Why Mumbai police is not doing its job professionally. CBI must involve in it swiftly this loss is not reparable but at least give justice to @itsSSR ,We didn't lost an actor only we lost a genius person @CBItweets @cbi @shekharkapur @ZeeNewsEnglish @BBCWorld @aajtak @ABPNews",1275461041640493057,jatinde33998736
3425,2020-06-23 16:09:41+00:00,"“Rebel against nepotism but don’t use #SushantSinghRajput as a reason,” says #IrrfanKhan’s son #BabilKhan",1275461031192489985,cinechittha
3426,2020-06-23 16:09:37+00:00,@PrakashJavdekar Sir plz want justice for #SushantSinghRajput,1275461013375086593,senguptaJessi
3427,2020-06-23 16:09:35+00:00,Trend Alert 4 #SushantSinghRajput Tagline - Given in the Picture Day - 24th June Time - 11 am Use single tag. BE UP WITH MAXIMUM DRAFTS. RT this with #FIRForSushantUnder302 #CBIEnquiryForSushant #JusticeForSushantSinghRajput,1275461008358690817,khiladi_shivu
3428,2020-06-23 16:09:32+00:00,#CBIEnquiryForSushant,1275460993695416320,OutspokenMonkey
3429,2020-06-23 16:09:32+00:00,We want justic for @itsSSR and all support @HindustaniBhauG and @kanganaranaut_O,1275460991942189059,Sahil00831
3430,2020-06-23 16:09:29+00:00,"REMEMBERING #SushantSinghRajput Ive been trying, trying really hard , its just not going out of my head , my heart , my eyes, no matter what I do to distract myself , his face comes in front of my eyes every few mins ... YOU WILL BE MISSED @sushantsinghrajput ! . ",1275460982018461696,Kaushal00410347
3431,2020-06-23 16:09:28+00:00,Share as much you can We should fight until Sushant gt justice . Never become silent untill he gt justice . Raise your voice for Sushant justice #JusticeForSushant #soul #SushanthSinghRajput #SushantSinghRajput #Fans #GovernmentOfIndia #Narendermodi #SushantSingh ,1275460977232732160,pooja_sam
3432,2020-06-23 16:09:10+00:00,Amit Sadh says this is not the time for debate and dialogue but to remember Sushant Singh Rajput for his good ,1275460900439445506,ShobhaSumati
3433,2020-06-23 16:09:05+00:00,He was truly an inspiration #sushantsinghrajput #RIPSushantSinghRajput . . . . . . . . . . . . . Follow - @MarketingByRaj : : #sushantsingh #DeepikaPadukone #rheakapoor #everydayphenomenal #janhvikapoor… https://www.instagram.com/p/CByKTDLgmfy/?igshid=1hv6zhl5yu5ej,1275460880935895040,marketingbyraj
3434,2020-06-23 16:09:04+00:00,#SushanthSinghRajput #SushantSinghRajput ,1275460875021766656,Lisa89187883
3435,2020-06-23 16:08:55+00:00,Sushant n Mahi Moodboard... Made by @cafexmocha... Thanks babe #SushantSinghRajput ,1275460839210840065,Bluntmeethi
